"","reg","deaths","date","year","weekno"
"3794","East Midlands",708,2017-04-14,2017,15
"3795","West Midlands",868,2017-04-14,2017,15
"3796","East",918,2017-04-14,2017,15
"3797","London",801,2017-04-14,2017,15
"3798","South East",1316,2017-04-14,2017,15
"3799","South West",863,2017-04-14,2017,15
"3800","Wales",577,2017-04-14,2017,15
"3801","North East",517,2017-04-21,2017,16
"3802","North West",1362,2017-04-21,2017,16
"3803","Yorkshire and The Humber",1010,2017-04-21,2017,16
"3804","East Midlands",812,2017-04-21,2017,16
"3805","West Midlands",978,2017-04-21,2017,16
"3806","East",996,2017-04-21,2017,16
"3807","London",896,2017-04-21,2017,16
"3808","South East",1409,2017-04-21,2017,16
"3809","South West",984,2017-04-21,2017,16
"3810","Wales",654,2017-04-21,2017,16
"3811","North East",583,2017-04-28,2017,17
"3812","North West",1495,2017-04-28,2017,17
"3813","Yorkshire and The Humber",1053,2017-04-28,2017,17
"3814","East Midlands",882,2017-04-28,2017,17
"3815","West Midlands",1125,2017-04-28,2017,17
"3816","East",1137,2017-04-28,2017,17
"3817","London",1053,2017-04-28,2017,17
"3818","South East",1678,2017-04-28,2017,17
"3819","South West",1159,2017-04-28,2017,17
"3820","Wales",727,2017-04-28,2017,17
"3821","North East",479,2017-05-05,2017,18
"3822","North West",1279,2017-05-05,2017,18
"3823","Yorkshire and The Humber",872,2017-05-05,2017,18
"3824","East Midlands",803,2017-05-05,2017,18
"3825","West Midlands",902,2017-05-05,2017,18
"3826","East",956,2017-05-05,2017,18
"3827","London",804,2017-05-05,2017,18
"3828","South East",1356,2017-05-05,2017,18
"3829","South West",997,2017-05-05,2017,18
"3830","Wales",600,2017-05-05,2017,18
"3831","North East",551,2017-05-12,2017,19
"3832","North West",1368,2017-05-12,2017,19
"3833","Yorkshire and The Humber",1053,2017-05-12,2017,19
"3834","East Midlands",988,2017-05-12,2017,19
"3835","West Midlands",1059,2017-05-12,2017,19
"3836","East",1153,2017-05-12,2017,19
"3837","London",970,2017-05-12,2017,19
"3838","South East",1685,2017-05-12,2017,19
"3839","South West",1155,2017-05-12,2017,19
"3840","Wales",687,2017-05-12,2017,19
"3841","North East",553,2017-05-19,2017,20
"3842","North West",1329,2017-05-19,2017,20
"3843","Yorkshire and The Humber",1030,2017-05-19,2017,20
"3844","East Midlands",817,2017-05-19,2017,20
"3845","West Midlands",1079,2017-05-19,2017,20
"3846","East",1124,2017-05-19,2017,20
"3847","London",914,2017-05-19,2017,20
"3848","South East",1639,2017-05-19,2017,20
"3849","South West",1161,2017-05-19,2017,20
"3850","Wales",615,2017-05-19,2017,20
"3851","North East",519,2017-05-26,2017,21
"3852","North West",1349,2017-05-26,2017,21
"3853","Yorkshire and The Humber",936,2017-05-26,2017,21
"3854","East Midlands",802,2017-05-26,2017,21
"3855","West Midlands",1088,2017-05-26,2017,21
"3856","East",1118,2017-05-26,2017,21
"3857","London",953,2017-05-26,2017,21
"3858","South East",1526,2017-05-26,2017,21
"3859","South West",1118,2017-05-26,2017,21
"3860","Wales",602,2017-05-26,2017,21
"3861","North East",408,2017-06-02,2017,22
"3862","North West",1208,2017-06-02,2017,22
"3863","Yorkshire and The Humber",818,2017-06-02,2017,22
"3864","East Midlands",726,2017-06-02,2017,22
"3865","West Midlands",849,2017-06-02,2017,22
"3866","East",813,2017-06-02,2017,22
"3867","London",787,2017-06-02,2017,22
"3868","South East",1217,2017-06-02,2017,22
"3869","South West",897,2017-06-02,2017,22
"3870","Wales",586,2017-06-02,2017,22
"3871","North East",514,2017-06-09,2017,23
"3872","North West",1311,2017-06-09,2017,23
"3873","Yorkshire and The Humber",950,2017-06-09,2017,23
"3874","East Midlands",841,2017-06-09,2017,23
"3875","West Midlands",1060,2017-06-09,2017,23
"3876","East",1016,2017-06-09,2017,23
"3877","London",876,2017-06-09,2017,23
"3878","South East",1527,2017-06-09,2017,23
"3879","South West",1066,2017-06-09,2017,23
"3880","Wales",584,2017-06-09,2017,23
"3881","North East",499,2017-06-16,2017,24
"3882","North West",1272,2017-06-16,2017,24
"3883","Yorkshire and The Humber",918,2017-06-16,2017,24
"3884","East Midlands",819,2017-06-16,2017,24
"3885","West Midlands",1016,2017-06-16,2017,24
"3886","East",990,2017-06-16,2017,24
"3887","London",829,2017-06-16,2017,24
"3888","South East",1380,2017-06-16,2017,24
"3889","South West",1015,2017-06-16,2017,24
"3890","Wales",599,2017-06-16,2017,24
"3891","North East",509,2017-06-23,2017,25
"3892","North West",1328,2017-06-23,2017,25
"3893","Yorkshire and The Humber",901,2017-06-23,2017,25
"3894","East Midlands",841,2017-06-23,2017,25
"3895","West Midlands",991,2017-06-23,2017,25
"3896","East",991,2017-06-23,2017,25
"3897","London",902,2017-06-23,2017,25
"3898","South East",1473,2017-06-23,2017,25
"3899","South West",1058,2017-06-23,2017,25
"3900","Wales",608,2017-06-23,2017,25
"3901","North East",451,2017-06-30,2017,26
"3902","North West",1174,2017-06-30,2017,26
"3903","Yorkshire and The Humber",914,2017-06-30,2017,26
"3904","East Midlands",804,2017-06-30,2017,26
"3905","West Midlands",996,2017-06-30,2017,26
"3906","East",1028,2017-06-30,2017,26
"3907","London",903,2017-06-30,2017,26
"3908","South East",1456,2017-06-30,2017,26
"3909","South West",1038,2017-06-30,2017,26
"3910","Wales",546,2017-06-30,2017,26
"3911","North East",495,2017-07-07,2017,27
"3912","North West",1278,2017-07-07,2017,27
"3913","Yorkshire and The Humber",904,2017-07-07,2017,27
"3914","East Midlands",802,2017-07-07,2017,27
"3915","West Midlands",985,2017-07-07,2017,27
"3916","East",1010,2017-07-07,2017,27
"3917","London",820,2017-07-07,2017,27
"3918","South East",1395,2017-07-07,2017,27
"3919","South West",996,2017-07-07,2017,27
"3920","Wales",556,2017-07-07,2017,27
"3921","North East",502,2017-07-14,2017,28
"3922","North West",1225,2017-07-14,2017,28
"3923","Yorkshire and The Humber",953,2017-07-14,2017,28
"3924","East Midlands",862,2017-07-14,2017,28
"3925","West Midlands",973,2017-07-14,2017,28
"3926","East",1005,2017-07-14,2017,28
"3927","London",843,2017-07-14,2017,28
"3928","South East",1393,2017-07-14,2017,28
"3929","South West",1031,2017-07-14,2017,28
"3930","Wales",564,2017-07-14,2017,28
"3931","North East",514,2017-07-21,2017,29
"3932","North West",1196,2017-07-21,2017,29
"3933","Yorkshire and The Humber",856,2017-07-21,2017,29
"3934","East Midlands",809,2017-07-21,2017,29
"3935","West Midlands",947,2017-07-21,2017,29
"3936","East",970,2017-07-21,2017,29
"3937","London",867,2017-07-21,2017,29
"3938","South East",1389,2017-07-21,2017,29
"3939","South West",979,2017-07-21,2017,29
"3940","Wales",551,2017-07-21,2017,29
"3941","North East",456,2017-07-28,2017,30
"3942","North West",1174,2017-07-28,2017,30
"3943","Yorkshire and The Humber",881,2017-07-28,2017,30
"3944","East Midlands",738,2017-07-28,2017,30
"3945","West Midlands",941,2017-07-28,2017,30
"3946","East",949,2017-07-28,2017,30
"3947","London",783,2017-07-28,2017,30
"3948","South East",1381,2017-07-28,2017,30
"3949","South West",963,2017-07-28,2017,30
"3950","Wales",586,2017-07-28,2017,30
"3951","North East",507,2017-08-04,2017,31
"3952","North West",1192,2017-08-04,2017,31
"3953","Yorkshire and The Humber",891,2017-08-04,2017,31
"3954","East Midlands",784,2017-08-04,2017,31
"3955","West Midlands",911,2017-08-04,2017,31
"3956","East",955,2017-08-04,2017,31
"3957","London",792,2017-08-04,2017,31
"3958","South East",1345,2017-08-04,2017,31
"3959","South West",946,2017-08-04,2017,31
"3960","Wales",590,2017-08-04,2017,31
"3961","North East",479,2017-08-11,2017,32
"3962","North West",1171,2017-08-11,2017,32
"3963","Yorkshire and The Humber",882,2017-08-11,2017,32
"3964","East Midlands",772,2017-08-11,2017,32
"3965","West Midlands",943,2017-08-11,2017,32
"3966","East",1005,2017-08-11,2017,32
"3967","London",858,2017-08-11,2017,32
"3968","South East",1346,2017-08-11,2017,32
"3969","South West",982,2017-08-11,2017,32
"3970","Wales",572,2017-08-11,2017,32
"3971","North East",464,2017-08-18,2017,33
"3972","North West",1260,2017-08-18,2017,33
"3973","Yorkshire and The Humber",849,2017-08-18,2017,33
"3974","East Midlands",747,2017-08-18,2017,33
"3975","West Midlands",936,2017-08-18,2017,33
"3976","East",1018,2017-08-18,2017,33
"3977","London",929,2017-08-18,2017,33
"3978","South East",1481,2017-08-18,2017,33
"3979","South West",998,2017-08-18,2017,33
"3980","Wales",592,2017-08-18,2017,33
"3981","North East",482,2017-08-25,2017,34
"3982","North West",1299,2017-08-25,2017,34
"3983","Yorkshire and The Humber",848,2017-08-25,2017,34
"3984","East Midlands",783,2017-08-25,2017,34
"3985","West Midlands",966,2017-08-25,2017,34
"3986","East",1002,2017-08-25,2017,34
"3987","London",907,2017-08-25,2017,34
"3988","South East",1502,2017-08-25,2017,34
"3989","South West",1001,2017-08-25,2017,34
"3990","Wales",570,2017-08-25,2017,34
"3991","North East",434,2017-09-01,2017,35
"3992","North West",1117,2017-09-01,2017,35
"3993","Yorkshire and The Humber",836,2017-09-01,2017,35
"3994","East Midlands",667,2017-09-01,2017,35
"3995","West Midlands",780,2017-09-01,2017,35
"3996","East",853,2017-09-01,2017,35
"3997","London",766,2017-09-01,2017,35
"3998","South East",1205,2017-09-01,2017,35
"3999","South West",908,2017-09-01,2017,35
"4000","Wales",555,2017-09-01,2017,35
"4001","North East",512,2017-09-08,2017,36
"4002","North West",1307,2017-09-08,2017,36
"4003","Yorkshire and The Humber",921,2017-09-08,2017,36
"4004","East Midlands",808,2017-09-08,2017,36
"4005","West Midlands",1017,2017-09-08,2017,36
"4006","East",1066,2017-09-08,2017,36
"4007","London",866,2017-09-08,2017,36
"4008","South East",1445,2017-09-08,2017,36
"4009","South West",993,2017-09-08,2017,36
"4010","Wales",542,2017-09-08,2017,36
"4011","North East",539,2017-09-15,2017,37
"4012","North West",1285,2017-09-15,2017,37
"4013","Yorkshire and The Humber",877,2017-09-15,2017,37
"4014","East Midlands",758,2017-09-15,2017,37
"4015","West Midlands",1001,2017-09-15,2017,37
"4016","East",990,2017-09-15,2017,37
"4017","London",871,2017-09-15,2017,37
"4018","South East",1493,2017-09-15,2017,37
"4019","South West",1006,2017-09-15,2017,37
"4020","Wales",609,2017-09-15,2017,37
"4021","North East",504,2017-09-22,2017,38
"4022","North West",1221,2017-09-22,2017,38
"4023","Yorkshire and The Humber",919,2017-09-22,2017,38
"4024","East Midlands",814,2017-09-22,2017,38
"4025","West Midlands",978,2017-09-22,2017,38
"4026","East",1096,2017-09-22,2017,38
"4027","London",900,2017-09-22,2017,38
"4028","South East",1422,2017-09-22,2017,38
"4029","South West",1074,2017-09-22,2017,38
"4030","Wales",585,2017-09-22,2017,38
"4031","North East",507,2017-09-29,2017,39
"4032","North West",1305,2017-09-29,2017,39
"4033","Yorkshire and The Humber",957,2017-09-29,2017,39
"4034","East Midlands",782,2017-09-29,2017,39
"4035","West Midlands",990,2017-09-29,2017,39
"4036","East",1071,2017-09-29,2017,39
"4037","London",882,2017-09-29,2017,39
"4038","South East",1468,2017-09-29,2017,39
"4039","South West",1109,2017-09-29,2017,39
"4040","Wales",593,2017-09-29,2017,39
"4041","North East",501,2017-10-06,2017,40
"4042","North West",1289,2017-10-06,2017,40
"4043","Yorkshire and The Humber",946,2017-10-06,2017,40
"4044","East Midlands",818,2017-10-06,2017,40
"4045","West Midlands",1003,2017-10-06,2017,40
"4046","East",1057,2017-10-06,2017,40
"4047","London",923,2017-10-06,2017,40
"4048","South East",1521,2017-10-06,2017,40
"4049","South West",1063,2017-10-06,2017,40
"4050","Wales",631,2017-10-06,2017,40
"4051","North East",513,2017-10-13,2017,41
"4052","North West",1340,2017-10-13,2017,41
"4053","Yorkshire and The Humber",1011,2017-10-13,2017,41
"4054","East Midlands",827,2017-10-13,2017,41
"4055","West Midlands",1001,2017-10-13,2017,41
"4056","East",1085,2017-10-13,2017,41
"4057","London",928,2017-10-13,2017,41
"4058","South East",1497,2017-10-13,2017,41
"4059","South West",1068,2017-10-13,2017,41
"4060","Wales",640,2017-10-13,2017,41
"4061","North East",550,2017-10-20,2017,42
"4062","North West",1359,2017-10-20,2017,42
"4063","Yorkshire and The Humber",1019,2017-10-20,2017,42
"4064","East Midlands",806,2017-10-20,2017,42
"4065","West Midlands",997,2017-10-20,2017,42
"4066","East",1056,2017-10-20,2017,42
"4067","London",934,2017-10-20,2017,42
"4068","South East",1541,2017-10-20,2017,42
"4069","South West",1098,2017-10-20,2017,42
"4070","Wales",650,2017-10-20,2017,42
"4071","North East",509,2017-10-27,2017,43
"4072","North West",1375,2017-10-27,2017,43
"4073","Yorkshire and The Humber",903,2017-10-27,2017,43
"4074","East Midlands",743,2017-10-27,2017,43
"4075","West Midlands",1058,2017-10-27,2017,43
"4076","East",1037,2017-10-27,2017,43
"4077","London",931,2017-10-27,2017,43
"4078","South East",1539,2017-10-27,2017,43
"4079","South West",1020,2017-10-27,2017,43
"4080","Wales",608,2017-10-27,2017,43
"4081","North East",536,2017-11-03,2017,44
"4082","North West",1356,2017-11-03,2017,44
"4083","Yorkshire and The Humber",1006,2017-11-03,2017,44
"4084","East Midlands",850,2017-11-03,2017,44
"4085","West Midlands",1014,2017-11-03,2017,44
"4086","East",1129,2017-11-03,2017,44
"4087","London",897,2017-11-03,2017,44
"4088","South East",1473,2017-11-03,2017,44
"4089","South West",1105,2017-11-03,2017,44
"4090","Wales",595,2017-11-03,2017,44
"4091","North East",510,2017-11-10,2017,45
"4092","North West",1365,2017-11-10,2017,45
"4093","Yorkshire and The Humber",1042,2017-11-10,2017,45
"4094","East Midlands",931,2017-11-10,2017,45
"4095","West Midlands",1117,2017-11-10,2017,45
"4096","East",1132,2017-11-10,2017,45
"4097","London",931,2017-11-10,2017,45
"4098","South East",1572,2017-11-10,2017,45
"4099","South West",1117,2017-11-10,2017,45
"4100","Wales",598,2017-11-10,2017,45
"4101","North East",502,2017-11-17,2017,46
"4102","North West",1381,2017-11-17,2017,46
"4103","Yorkshire and The Humber",1027,2017-11-17,2017,46
"4104","East Midlands",898,2017-11-17,2017,46
"4105","West Midlands",1096,2017-11-17,2017,46
"4106","East",1091,2017-11-17,2017,46
"4107","London",949,2017-11-17,2017,46
"4108","South East",1539,2017-11-17,2017,46
"4109","South West",1103,2017-11-17,2017,46
"4110","Wales",666,2017-11-17,2017,46
"4111","North East",550,2017-11-24,2017,47
"4112","North West",1419,2017-11-24,2017,47
"4113","Yorkshire and The Humber",1089,2017-11-24,2017,47
"4114","East Midlands",862,2017-11-24,2017,47
"4115","West Midlands",1080,2017-11-24,2017,47
"4116","East",1148,2017-11-24,2017,47
"4117","London",1038,2017-11-24,2017,47
"4118","South East",1623,2017-11-24,2017,47
"4119","South West",1151,2017-11-24,2017,47
"4120","Wales",639,2017-11-24,2017,47
"4121","North East",562,2017-12-01,2017,48
"4122","North West",1453,2017-12-01,2017,48
"4123","Yorkshire and The Humber",1045,2017-12-01,2017,48
"4124","East Midlands",878,2017-12-01,2017,48
"4125","West Midlands",1065,2017-12-01,2017,48
"4126","East",1168,2017-12-01,2017,48
"4127","London",972,2017-12-01,2017,48
"4128","South East",1608,2017-12-01,2017,48
"4129","South West",1123,2017-12-01,2017,48
"4130","Wales",636,2017-12-01,2017,48
"4131","North East",612,2017-12-08,2017,49
"4132","North West",1538,2017-12-08,2017,49
"4133","Yorkshire and The Humber",1013,2017-12-08,2017,49
"4134","East Midlands",970,2017-12-08,2017,49
"4135","West Midlands",1066,2017-12-08,2017,49
"4136","East",1139,2017-12-08,2017,49
"4137","London",1008,2017-12-08,2017,49
"4138","South East",1649,2017-12-08,2017,49
"4139","South West",1140,2017-12-08,2017,49
"4140","Wales",630,2017-12-08,2017,49
"4141","North East",595,2017-12-15,2017,50
"4142","North West",1509,2017-12-15,2017,50
"4143","Yorkshire and The Humber",1048,2017-12-15,2017,50
"4144","East Midlands",971,2017-12-15,2017,50
"4145","West Midlands",1128,2017-12-15,2017,50
"4146","East",1226,2017-12-15,2017,50
"4147","London",1042,2017-12-15,2017,50
"4148","South East",1765,2017-12-15,2017,50
"4149","South West",1204,2017-12-15,2017,50
"4150","Wales",708,2017-12-15,2017,50
"4151","North East",719,2017-12-22,2017,51
"4152","North West",1709,2017-12-22,2017,51
"4153","Yorkshire and The Humber",1181,2017-12-22,2017,51
"4154","East Midlands",1039,2017-12-22,2017,51
"4155","West Midlands",1318,2017-12-22,2017,51
"4156","East",1322,2017-12-22,2017,51
"4157","London",1153,2017-12-22,2017,51
"4158","South East",1961,2017-12-22,2017,51
"4159","South West",1332,2017-12-22,2017,51
"4160","Wales",762,2017-12-22,2017,51
"4161","North East",500,2017-12-29,2017,52
"4162","North West",1194,2017-12-29,2017,52
"4163","Yorkshire and The Humber",840,2017-12-29,2017,52
"4164","East Midlands",685,2017-12-29,2017,52
"4165","West Midlands",844,2017-12-29,2017,52
"4166","East",878,2017-12-29,2017,52
"4167","London",814,2017-12-29,2017,52
"4168","South East",1305,2017-12-29,2017,52
"4169","South West",863,2017-12-29,2017,52
"4170","Wales",541,2017-12-29,2017,52
"4171","North East",640,2018-01-05,2018,1
"4172","North West",1747,2018-01-05,2018,1
"4173","Yorkshire and The Humber",1300,2018-01-05,2018,1
"4174","East Midlands",1085,2018-01-05,2018,1
"4175","West Midlands",1313,2018-01-05,2018,1
"4176","East",1404,2018-01-05,2018,1
"4177","London",1130,2018-01-05,2018,1
"4178","South East",1902,2018-01-05,2018,1
"4179","South West",1393,2018-01-05,2018,1
"4180","Wales",783,2018-01-05,2018,1
"4181","North East",837,2018-01-12,2018,2
"4182","North West",2113,2018-01-12,2018,2
"4183","Yorkshire and The Humber",1481,2018-01-12,2018,2
"4184","East Midlands",1266,2018-01-12,2018,2
"4185","West Midlands",1468,2018-01-12,2018,2
"4186","East",1677,2018-01-12,2018,2
"4187","London",1342,2018-01-12,2018,2
"4188","South East",2371,2018-01-12,2018,2
"4189","South West",1552,2018-01-12,2018,2
"4190","Wales",904,2018-01-12,2018,2
"4191","North East",783,2018-01-19,2018,3
"4192","North West",1828,2018-01-19,2018,3
"4193","Yorkshire and The Humber",1387,2018-01-19,2018,3
"4194","East Midlands",1175,2018-01-19,2018,3
"4195","West Midlands",1544,2018-01-19,2018,3
"4196","East",1562,2018-01-19,2018,3
"4197","London",1239,2018-01-19,2018,3
"4198","South East",2287,2018-01-19,2018,3
"4199","South West",1535,2018-01-19,2018,3
"4200","Wales",885,2018-01-19,2018,3
"4201","North East",779,2018-01-26,2018,4
"4202","North West",1855,2018-01-26,2018,4
"4203","Yorkshire and The Humber",1363,2018-01-26,2018,4
"4204","East Midlands",1165,2018-01-26,2018,4
"4205","West Midlands",1433,2018-01-26,2018,4
"4206","East",1553,2018-01-26,2018,4
"4207","London",1264,2018-01-26,2018,4
"4208","South East",2184,2018-01-26,2018,4
"4209","South West",1460,2018-01-26,2018,4
"4210","Wales",850,2018-01-26,2018,4
