"","week","deaths","age","year","weekno","reg"
"3693",2018-08-17,2489,"75-84",2018,33,"England & Wales"
"3694",2018-08-17,3325,"85+",2018,33,"England & Wales"
"3695",2018-08-24,44,"Under 1 year",2018,34,"England & Wales"
"3696",2018-08-24,22,"01-14",2018,34,"England & Wales"
"3697",2018-08-24,250,"15-44",2018,34,"England & Wales"
"3698",2018-08-24,1083,"45-64",2018,34,"England & Wales"
"3699",2018-08-24,1601,"65-74",2018,34,"England & Wales"
"3700",2018-08-24,2560,"75-84",2018,34,"England & Wales"
"3701",2018-08-24,3418,"85+",2018,34,"England & Wales"
"3702",2018-08-31,51,"Under 1 year",2018,35,"England & Wales"
"3703",2018-08-31,11,"01-14",2018,35,"England & Wales"
"3704",2018-08-31,233,"15-44",2018,35,"England & Wales"
"3705",2018-08-31,1017,"45-64",2018,35,"England & Wales"
"3706",2018-08-31,1442,"65-74",2018,35,"England & Wales"
"3707",2018-08-31,2150,"75-84",2018,35,"England & Wales"
"3708",2018-08-31,2961,"85+",2018,35,"England & Wales"
"3709",2018-09-07,45,"Under 1 year",2018,36,"England & Wales"
"3710",2018-09-07,20,"01-14",2018,36,"England & Wales"
"3711",2018-09-07,323,"15-44",2018,36,"England & Wales"
"3712",2018-09-07,1196,"45-64",2018,36,"England & Wales"
"3713",2018-09-07,1621,"65-74",2018,36,"England & Wales"
"3714",2018-09-07,2638,"75-84",2018,36,"England & Wales"
"3715",2018-09-07,3602,"85+",2018,36,"England & Wales"
"3716",2018-09-14,55,"Under 1 year",2018,37,"England & Wales"
"3717",2018-09-14,18,"01-14",2018,37,"England & Wales"
"3718",2018-09-14,275,"15-44",2018,37,"England & Wales"
"3719",2018-09-14,1180,"45-64",2018,37,"England & Wales"
"3720",2018-09-14,1600,"65-74",2018,37,"England & Wales"
"3721",2018-09-14,2576,"75-84",2018,37,"England & Wales"
"3722",2018-09-14,3487,"85+",2018,37,"England & Wales"
"3723",2018-09-21,69,"Under 1 year",2018,38,"England & Wales"
"3724",2018-09-21,18,"01-14",2018,38,"England & Wales"
"3725",2018-09-21,292,"15-44",2018,38,"England & Wales"
"3726",2018-09-21,1171,"45-64",2018,38,"England & Wales"
"3727",2018-09-21,1623,"65-74",2018,38,"England & Wales"
"3728",2018-09-21,2601,"75-84",2018,38,"England & Wales"
"3729",2018-09-21,3531,"85+",2018,38,"England & Wales"
"3730",2018-09-28,50,"Under 1 year",2018,39,"England & Wales"
"3731",2018-09-28,10,"01-14",2018,39,"England & Wales"
"3732",2018-09-28,270,"15-44",2018,39,"England & Wales"
"3733",2018-09-28,1083,"45-64",2018,39,"England & Wales"
"3734",2018-09-28,1607,"65-74",2018,39,"England & Wales"
"3735",2018-09-28,2629,"75-84",2018,39,"England & Wales"
"3736",2018-09-28,3501,"85+",2018,39,"England & Wales"
"3737",2018-10-05,40,"Under 1 year",2018,40,"England & Wales"
"3738",2018-10-05,17,"01-14",2018,40,"England & Wales"
"3739",2018-10-05,287,"15-44",2018,40,"England & Wales"
"3740",2018-10-05,1200,"45-64",2018,40,"England & Wales"
"3741",2018-10-05,1627,"65-74",2018,40,"England & Wales"
"3742",2018-10-05,2696,"75-84",2018,40,"England & Wales"
"3743",2018-10-05,3636,"85+",2018,40,"England & Wales"
"3744",2018-10-12,47,"Under 1 year",2018,41,"England & Wales"
"3745",2018-10-12,20,"01-14",2018,41,"England & Wales"
"3746",2018-10-12,328,"15-44",2018,41,"England & Wales"
"3747",2018-10-12,1212,"45-64",2018,41,"England & Wales"
"3748",2018-10-12,1607,"65-74",2018,41,"England & Wales"
"3749",2018-10-12,2741,"75-84",2018,41,"England & Wales"
"3750",2018-10-12,3694,"85+",2018,41,"England & Wales"
"3751",2018-10-19,43,"Under 1 year",2018,42,"England & Wales"
"3752",2018-10-19,18,"01-14",2018,42,"England & Wales"
"3753",2018-10-19,301,"15-44",2018,42,"England & Wales"
"3754",2018-10-19,1209,"45-64",2018,42,"England & Wales"
"3755",2018-10-19,1654,"65-74",2018,42,"England & Wales"
"3756",2018-10-19,2769,"75-84",2018,42,"England & Wales"
"3757",2018-10-19,3870,"85+",2018,42,"England & Wales"
"3758",2018-10-26,65,"Under 1 year",2018,43,"England & Wales"
"3759",2018-10-26,24,"01-14",2018,43,"England & Wales"
"3760",2018-10-26,309,"15-44",2018,43,"England & Wales"
"3761",2018-10-26,1200,"45-64",2018,43,"England & Wales"
"3762",2018-10-26,1657,"65-74",2018,43,"England & Wales"
"3763",2018-10-26,2642,"75-84",2018,43,"England & Wales"
"3764",2018-10-26,3706,"85+",2018,43,"England & Wales"
"3765",2018-11-02,46,"Under 1 year",2018,44,"England & Wales"
"3766",2018-11-02,24,"01-14",2018,44,"England & Wales"
"3767",2018-11-02,289,"15-44",2018,44,"England & Wales"
"3768",2018-11-02,1151,"45-64",2018,44,"England & Wales"
"3769",2018-11-02,1569,"65-74",2018,44,"England & Wales"
"3770",2018-11-02,2700,"75-84",2018,44,"England & Wales"
"3771",2018-11-02,3750,"85+",2018,44,"England & Wales"
"3772",2018-11-09,44,"Under 1 year",2018,45,"England & Wales"
"3773",2018-11-09,12,"01-14",2018,45,"England & Wales"
"3774",2018-11-09,308,"15-44",2018,45,"England & Wales"
"3775",2018-11-09,1157,"45-64",2018,45,"England & Wales"
"3776",2018-11-09,1666,"65-74",2018,45,"England & Wales"
"3777",2018-11-09,2949,"75-84",2018,45,"England & Wales"
"3778",2018-11-09,4015,"85+",2018,45,"England & Wales"
"3779",2018-11-16,47,"Under 1 year",2018,46,"England & Wales"
"3780",2018-11-16,29,"01-14",2018,46,"England & Wales"
"3781",2018-11-16,292,"15-44",2018,46,"England & Wales"
"3782",2018-11-16,1238,"45-64",2018,46,"England & Wales"
"3783",2018-11-16,1716,"65-74",2018,46,"England & Wales"
"3784",2018-11-16,2819,"75-84",2018,46,"England & Wales"
"3785",2018-11-16,4052,"85+",2018,46,"England & Wales"
"3786",2018-11-23,62,"Under 1 year",2018,47,"England & Wales"
"3787",2018-11-23,22,"01-14",2018,47,"England & Wales"
"3788",2018-11-23,312,"15-44",2018,47,"England & Wales"
"3789",2018-11-23,1223,"45-64",2018,47,"England & Wales"
"3790",2018-11-23,1700,"65-74",2018,47,"England & Wales"
"3791",2018-11-23,2766,"75-84",2018,47,"England & Wales"
"3792",2018-11-23,3872,"85+",2018,47,"England & Wales"
"3793",2018-11-30,58,"Under 1 year",2018,48,"England & Wales"
"3794",2018-11-30,20,"01-14",2018,48,"England & Wales"
"3795",2018-11-30,317,"15-44",2018,48,"England & Wales"
"3796",2018-11-30,1246,"45-64",2018,48,"England & Wales"
"3797",2018-11-30,1658,"65-74",2018,48,"England & Wales"
"3798",2018-11-30,2829,"75-84",2018,48,"England & Wales"
"3799",2018-11-30,3905,"85+",2018,48,"England & Wales"
"3800",2018-12-07,45,"Under 1 year",2018,49,"England & Wales"
"3801",2018-12-07,15,"01-14",2018,49,"England & Wales"
"3802",2018-12-07,326,"15-44",2018,49,"England & Wales"
"3803",2018-12-07,1218,"45-64",2018,49,"England & Wales"
"3804",2018-12-07,1696,"65-74",2018,49,"England & Wales"
"3805",2018-12-07,2965,"75-84",2018,49,"England & Wales"
"3806",2018-12-07,4022,"85+",2018,49,"England & Wales"
"3807",2018-12-14,51,"Under 1 year",2018,50,"England & Wales"
"3808",2018-12-14,13,"01-14",2018,50,"England & Wales"
"3809",2018-12-14,295,"15-44",2018,50,"England & Wales"
"3810",2018-12-14,1265,"45-64",2018,50,"England & Wales"
"3811",2018-12-14,1814,"65-74",2018,50,"England & Wales"
"3812",2018-12-14,2962,"75-84",2018,50,"England & Wales"
"3813",2018-12-14,4150,"85+",2018,50,"England & Wales"
"3814",2018-12-21,41,"Under 1 year",2018,51,"England & Wales"
"3815",2018-12-21,23,"01-14",2018,51,"England & Wales"
"3816",2018-12-21,333,"15-44",2018,51,"England & Wales"
"3817",2018-12-21,1306,"45-64",2018,51,"England & Wales"
"3818",2018-12-21,1867,"65-74",2018,51,"England & Wales"
"3819",2018-12-21,3136,"75-84",2018,51,"England & Wales"
"3820",2018-12-21,4410,"85+",2018,51,"England & Wales"
"3821",2018-12-28,22,"Under 1 year",2018,52,"England & Wales"
"3822",2018-12-28,11,"01-14",2018,52,"England & Wales"
"3823",2018-12-28,166,"15-44",2018,52,"England & Wales"
"3824",2018-12-28,792,"45-64",2018,52,"England & Wales"
"3825",2018-12-28,1205,"65-74",2018,52,"England & Wales"
"3826",2018-12-28,2013,"75-84",2018,52,"England & Wales"
"3827",2018-12-28,2922,"85+",2018,52,"England & Wales"
"3828",2019-01-04,43,"Under 1 year",2019,1,"England & Wales"
"3829",2019-01-04,15,"01-14",2019,1,"England & Wales"
"3830",2019-01-04,215,"15-44",2019,1,"England & Wales"
"3831",2019-01-04,1199,"45-64",2019,1,"England & Wales"
"3832",2019-01-04,1766,"65-74",2019,1,"England & Wales"
"3833",2019-01-04,3078,"75-84",2019,1,"England & Wales"
"3834",2019-01-04,4639,"85+",2019,1,"England & Wales"
"3835",2019-01-11,50,"Under 1 year",2019,2,"England & Wales"
"3836",2019-01-11,20,"01-14",2019,2,"England & Wales"
"3837",2019-01-11,280,"15-44",2019,2,"England & Wales"
"3838",2019-01-11,1419,"45-64",2019,2,"England & Wales"
"3839",2019-01-11,2179,"65-74",2019,2,"England & Wales"
"3840",2019-01-11,3590,"75-84",2019,2,"England & Wales"
"3841",2019-01-11,5071,"85+",2019,2,"England & Wales"
"3842",2019-01-18,59,"Under 1 year",2019,3,"England & Wales"
"3843",2019-01-18,29,"01-14",2019,3,"England & Wales"
"3844",2019-01-18,319,"15-44",2019,3,"England & Wales"
"3845",2019-01-18,1373,"45-64",2019,3,"England & Wales"
"3846",2019-01-18,2004,"65-74",2019,3,"England & Wales"
"3847",2019-01-18,3414,"75-84",2019,3,"England & Wales"
"3848",2019-01-18,4662,"85+",2019,3,"England & Wales"
"3849",2019-01-25,42,"Under 1 year",2019,4,"England & Wales"
"3850",2019-01-25,22,"01-14",2019,4,"England & Wales"
"3851",2019-01-25,339,"15-44",2019,4,"England & Wales"
"3852",2019-01-25,1438,"45-64",2019,4,"England & Wales"
"3853",2019-01-25,1936,"65-74",2019,4,"England & Wales"
"3854",2019-01-25,3266,"75-84",2019,4,"England & Wales"
"3855",2019-01-25,4697,"85+",2019,4,"England & Wales"
"3856",2019-02-01,57,"Under 1 year",2019,5,"England & Wales"
"3857",2019-02-01,15,"01-14",2019,5,"England & Wales"
"3858",2019-02-01,307,"15-44",2019,5,"England & Wales"
"3859",2019-02-01,1367,"45-64",2019,5,"England & Wales"
"3860",2019-02-01,1852,"65-74",2019,5,"England & Wales"
"3861",2019-02-01,3126,"75-84",2019,5,"England & Wales"
"3862",2019-02-01,4573,"85+",2019,5,"England & Wales"
"3863",2019-02-08,54,"Under 1 year",2019,6,"England & Wales"
"3864",2019-02-08,25,"01-14",2019,6,"England & Wales"
"3865",2019-02-08,267,"15-44",2019,6,"England & Wales"
"3866",2019-02-08,1387,"45-64",2019,6,"England & Wales"
"3867",2019-02-08,1955,"65-74",2019,6,"England & Wales"
"3868",2019-02-08,3251,"75-84",2019,6,"England & Wales"
"3869",2019-02-08,4721,"85+",2019,6,"England & Wales"
"3870",2019-02-15,49,"Under 1 year",2019,7,"England & Wales"
"3871",2019-02-15,17,"01-14",2019,7,"England & Wales"
"3872",2019-02-15,305,"15-44",2019,7,"England & Wales"
"3873",2019-02-15,1372,"45-64",2019,7,"England & Wales"
"3874",2019-02-15,1911,"65-74",2019,7,"England & Wales"
"3875",2019-02-15,3392,"75-84",2019,7,"England & Wales"
"3876",2019-02-15,4778,"85+",2019,7,"England & Wales"
"3877",2019-02-22,59,"Under 1 year",2019,8,"England & Wales"
"3878",2019-02-22,30,"01-14",2019,8,"England & Wales"
"3879",2019-02-22,276,"15-44",2019,8,"England & Wales"
"3880",2019-02-22,1395,"45-64",2019,8,"England & Wales"
"3881",2019-02-22,1824,"65-74",2019,8,"England & Wales"
"3882",2019-02-22,3169,"75-84",2019,8,"England & Wales"
"3883",2019-02-22,4542,"85+",2019,8,"England & Wales"
"3884",2019-03-01,52,"Under 1 year",2019,9,"England & Wales"
"3885",2019-03-01,20,"01-14",2019,9,"England & Wales"
"3886",2019-03-01,288,"15-44",2019,9,"England & Wales"
"3887",2019-03-01,1264,"45-64",2019,9,"England & Wales"
"3888",2019-03-01,1826,"65-74",2019,9,"England & Wales"
"3889",2019-03-01,3117,"75-84",2019,9,"England & Wales"
"3890",2019-03-01,4477,"85+",2019,9,"England & Wales"
"3891",2019-03-08,45,"Under 1 year",2019,10,"England & Wales"
"3892",2019-03-08,16,"01-14",2019,10,"England & Wales"
"3893",2019-03-08,303,"15-44",2019,10,"England & Wales"
"3894",2019-03-08,1342,"45-64",2019,10,"England & Wales"
"3895",2019-03-08,1857,"65-74",2019,10,"England & Wales"
"3896",2019-03-08,3042,"75-84",2019,10,"England & Wales"
"3897",2019-03-08,4293,"85+",2019,10,"England & Wales"
"3898",2019-03-15,57,"Under 1 year",2019,11,"England & Wales"
"3899",2019-03-15,24,"01-14",2019,11,"England & Wales"
"3900",2019-03-15,299,"15-44",2019,11,"England & Wales"
"3901",2019-03-15,1311,"45-64",2019,11,"England & Wales"
"3902",2019-03-15,1718,"65-74",2019,11,"England & Wales"
"3903",2019-03-15,2933,"75-84",2019,11,"England & Wales"
"3904",2019-03-15,4225,"85+",2019,11,"England & Wales"
"3905",2019-03-22,49,"Under 1 year",2019,12,"England & Wales"
"3906",2019-03-22,24,"01-14",2019,12,"England & Wales"
"3907",2019-03-22,293,"15-44",2019,12,"England & Wales"
"3908",2019-03-22,1249,"45-64",2019,12,"England & Wales"
"3909",2019-03-22,1713,"65-74",2019,12,"England & Wales"
"3910",2019-03-22,2948,"75-84",2019,12,"England & Wales"
"3911",2019-03-22,4126,"85+",2019,12,"England & Wales"
"3912",2019-03-29,45,"Under 1 year",2019,13,"England & Wales"
"3913",2019-03-29,17,"01-14",2019,13,"England & Wales"
"3914",2019-03-29,289,"15-44",2019,13,"England & Wales"
"3915",2019-03-29,1222,"45-64",2019,13,"England & Wales"
"3916",2019-03-29,1643,"65-74",2019,13,"England & Wales"
"3917",2019-03-29,2794,"75-84",2019,13,"England & Wales"
"3918",2019-03-29,3857,"85+",2019,13,"England & Wales"
"3919",2019-04-05,41,"Under 1 year",2019,14,"England & Wales"
"3920",2019-04-05,13,"01-14",2019,14,"England & Wales"
"3921",2019-04-05,296,"15-44",2019,14,"England & Wales"
"3922",2019-04-05,1232,"45-64",2019,14,"England & Wales"
"3923",2019-04-05,1614,"65-74",2019,14,"England & Wales"
"3924",2019-04-05,2937,"75-84",2019,14,"England & Wales"
"3925",2019-04-05,3993,"85+",2019,14,"England & Wales"
"3926",2019-04-12,47,"Under 1 year",2019,15,"England & Wales"
"3927",2019-04-12,23,"01-14",2019,15,"England & Wales"
"3928",2019-04-12,288,"15-44",2019,15,"England & Wales"
"3929",2019-04-12,1265,"45-64",2019,15,"England & Wales"
"3930",2019-04-12,1712,"65-74",2019,15,"England & Wales"
"3931",2019-04-12,2907,"75-84",2019,15,"England & Wales"
"3932",2019-04-12,4049,"85+",2019,15,"England & Wales"
"3933",2019-04-19,48,"Under 1 year",2019,16,"England & Wales"
"3934",2019-04-19,21,"01-14",2019,16,"England & Wales"
"3935",2019-04-19,251,"15-44",2019,16,"England & Wales"
"3936",2019-04-19,1100,"45-64",2019,16,"England & Wales"
"3937",2019-04-19,1446,"65-74",2019,16,"England & Wales"
"3938",2019-04-19,2547,"75-84",2019,16,"England & Wales"
"3939",2019-04-19,3612,"85+",2019,16,"England & Wales"
"3940",2019-04-26,34,"Under 1 year",2019,17,"England & Wales"
"3941",2019-04-26,18,"01-14",2019,17,"England & Wales"
"3942",2019-04-26,273,"15-44",2019,17,"England & Wales"
"3943",2019-04-26,1207,"45-64",2019,17,"England & Wales"
"3944",2019-04-26,1730,"65-74",2019,17,"England & Wales"
"3945",2019-04-26,2811,"75-84",2019,17,"England & Wales"
"3946",2019-04-26,3986,"85+",2019,17,"England & Wales"
"3947",2019-05-03,46,"Under 1 year",2019,18,"England & Wales"
"3948",2019-05-03,18,"01-14",2019,18,"England & Wales"
"3949",2019-05-03,297,"15-44",2019,18,"England & Wales"
"3950",2019-05-03,1334,"45-64",2019,18,"England & Wales"
"3951",2019-05-03,1869,"65-74",2019,18,"England & Wales"
"3952",2019-05-03,3207,"75-84",2019,18,"England & Wales"
"3953",2019-05-03,4436,"85+",2019,18,"England & Wales"
"3954",2019-05-10,56,"Under 1 year",2019,19,"England & Wales"
"3955",2019-05-10,17,"01-14",2019,19,"England & Wales"
"3956",2019-05-10,262,"15-44",2019,19,"England & Wales"
"3957",2019-05-10,1094,"45-64",2019,19,"England & Wales"
"3958",2019-05-10,1513,"65-74",2019,19,"England & Wales"
"3959",2019-05-10,2579,"75-84",2019,19,"England & Wales"
"3960",2019-05-10,3534,"85+",2019,19,"England & Wales"
"3961",2019-05-17,44,"Under 1 year",2019,20,"England & Wales"
"3962",2019-05-17,14,"01-14",2019,20,"England & Wales"
"3963",2019-05-17,304,"15-44",2019,20,"England & Wales"
"3964",2019-05-17,1274,"45-64",2019,20,"England & Wales"
"3965",2019-05-17,1650,"65-74",2019,20,"England & Wales"
"3966",2019-05-17,2864,"75-84",2019,20,"England & Wales"
"3967",2019-05-17,4122,"85+",2019,20,"England & Wales"
"3968",2019-05-24,51,"Under 1 year",2019,21,"England & Wales"
"3969",2019-05-24,21,"01-14",2019,21,"England & Wales"
"3970",2019-05-24,309,"15-44",2019,21,"England & Wales"
"3971",2019-05-24,1262,"45-64",2019,21,"England & Wales"
"3972",2019-05-24,1765,"65-74",2019,21,"England & Wales"
"3973",2019-05-24,2946,"75-84",2019,21,"England & Wales"
"3974",2019-05-24,3930,"85+",2019,21,"England & Wales"
"3975",2019-05-31,45,"Under 1 year",2019,22,"England & Wales"
"3976",2019-05-31,16,"01-14",2019,22,"England & Wales"
"3977",2019-05-31,239,"15-44",2019,22,"England & Wales"
"3978",2019-05-31,991,"45-64",2019,22,"England & Wales"
"3979",2019-05-31,1382,"65-74",2019,22,"England & Wales"
"3980",2019-05-31,2403,"75-84",2019,22,"England & Wales"
"3981",2019-05-31,3184,"85+",2019,22,"England & Wales"
"3982",2019-06-07,48,"Under 1 year",2019,23,"England & Wales"
"3983",2019-06-07,18,"01-14",2019,23,"England & Wales"
"3984",2019-06-07,306,"15-44",2019,23,"England & Wales"
"3985",2019-06-07,1223,"45-64",2019,23,"England & Wales"
"3986",2019-06-07,1741,"65-74",2019,23,"England & Wales"
"3987",2019-06-07,2846,"75-84",2019,23,"England & Wales"
"3988",2019-06-07,3958,"85+",2019,23,"England & Wales"
"3989",2019-06-14,46,"Under 1 year",2019,24,"England & Wales"
"3990",2019-06-14,18,"01-14",2019,24,"England & Wales"
"3991",2019-06-14,298,"15-44",2019,24,"England & Wales"
"3992",2019-06-14,1149,"45-64",2019,24,"England & Wales"
"3993",2019-06-14,1658,"65-74",2019,24,"England & Wales"
"3994",2019-06-14,2672,"75-84",2019,24,"England & Wales"
"3995",2019-06-14,3604,"85+",2019,24,"England & Wales"
"3996",2019-06-21,46,"Under 1 year",2019,25,"England & Wales"
"3997",2019-06-21,20,"01-14",2019,25,"England & Wales"
"3998",2019-06-21,279,"15-44",2019,25,"England & Wales"
"3999",2019-06-21,1150,"45-64",2019,25,"England & Wales"
"4000",2019-06-21,1625,"65-74",2019,25,"England & Wales"
"4001",2019-06-21,2711,"75-84",2019,25,"England & Wales"
"4002",2019-06-21,3627,"85+",2019,25,"England & Wales"
"4003",2019-06-28,39,"Under 1 year",2019,26,"England & Wales"
"4004",2019-06-28,21,"01-14",2019,26,"England & Wales"
"4005",2019-06-28,273,"15-44",2019,26,"England & Wales"
"4006",2019-06-28,1214,"45-64",2019,26,"England & Wales"
"4007",2019-06-28,1605,"65-74",2019,26,"England & Wales"
"4008",2019-06-28,2692,"75-84",2019,26,"England & Wales"
"4009",2019-06-28,3667,"85+",2019,26,"England & Wales"
"4010",2019-07-05,33,"Under 1 year",2019,27,"England & Wales"
"4011",2019-07-05,26,"01-14",2019,27,"England & Wales"
"4012",2019-07-05,255,"15-44",2019,27,"England & Wales"
"4013",2019-07-05,1112,"45-64",2019,27,"England & Wales"
"4014",2019-07-05,1561,"65-74",2019,27,"England & Wales"
"4015",2019-07-05,2650,"75-84",2019,27,"England & Wales"
"4016",2019-07-05,3425,"85+",2019,27,"England & Wales"
"4017",2019-07-12,44,"Under 1 year",2019,28,"England & Wales"
"4018",2019-07-12,16,"01-14",2019,28,"England & Wales"
"4019",2019-07-12,259,"15-44",2019,28,"England & Wales"
"4020",2019-07-12,1140,"45-64",2019,28,"England & Wales"
"4021",2019-07-12,1564,"65-74",2019,28,"England & Wales"
"4022",2019-07-12,2616,"75-84",2019,28,"England & Wales"
"4023",2019-07-12,3540,"85+",2019,28,"England & Wales"
"4024",2019-07-19,45,"Under 1 year",2019,29,"England & Wales"
"4025",2019-07-19,14,"01-14",2019,29,"England & Wales"
"4026",2019-07-19,279,"15-44",2019,29,"England & Wales"
"4027",2019-07-19,1136,"45-64",2019,29,"England & Wales"
"4028",2019-07-19,1500,"65-74",2019,29,"England & Wales"
"4029",2019-07-19,2610,"75-84",2019,29,"England & Wales"
"4030",2019-07-19,3496,"85+",2019,29,"England & Wales"
"4031",2019-07-26,57,"Under 1 year",2019,30,"England & Wales"
"4032",2019-07-26,14,"01-14",2019,30,"England & Wales"
"4033",2019-07-26,267,"15-44",2019,30,"England & Wales"
"4034",2019-07-26,1117,"45-64",2019,30,"England & Wales"
"4035",2019-07-26,1598,"65-74",2019,30,"England & Wales"
"4036",2019-07-26,2580,"75-84",2019,30,"England & Wales"
"4037",2019-07-26,3479,"85+",2019,30,"England & Wales"
"4038",2019-08-02,57,"Under 1 year",2019,31,"England & Wales"
"4039",2019-08-02,11,"01-14",2019,31,"England & Wales"
"4040",2019-08-02,265,"15-44",2019,31,"England & Wales"
"4041",2019-08-02,1123,"45-64",2019,31,"England & Wales"
"4042",2019-08-02,1597,"65-74",2019,31,"England & Wales"
"4043",2019-08-02,2664,"75-84",2019,31,"England & Wales"
"4044",2019-08-02,3554,"85+",2019,31,"England & Wales"
"4045",2019-08-09,57,"Under 1 year",2019,32,"England & Wales"
"4046",2019-08-09,12,"01-14",2019,32,"England & Wales"
