"","age...1","sex...2","week","deaths","year","weekno","reg","age"
"6634","45-64","Female",2017-12-15,529,2017,50,"England & Wales","45-64"
"6635","65-74","Male",2017-12-15,1048,2017,50,"England & Wales","65-74"
"6636","65-74","Female",2017-12-15,728,2017,50,"England & Wales","65-74"
"6637","75-84","Male",2017-12-15,1690,2017,50,"England & Wales","75-84"
"6638","75-84","Female",2017-12-15,1486,2017,50,"England & Wales","75-84"
"6639","85+","Male",2017-12-15,1791,2017,50,"England & Wales","85+"
"6640","85+","Female",2017-12-15,2867,2017,50,"England & Wales","85+"
"6641","Total","Male",2017-12-22,5986,2017,51,"England & Wales","Total"
"6642","Total","Female",2017-12-22,6528,2017,51,"England & Wales","Total"
"6643","Under 1 year","Male",2017-12-22,25,2017,51,"England & Wales","Under 1 year"
"6644","Under 1 year","Female",2017-12-22,27,2017,51,"England & Wales","Under 1 year"
"6645","01-14","Male",2017-12-22,10,2017,51,"England & Wales","01-14"
"6646","01-14","Female",2017-12-22,10,2017,51,"England & Wales","01-14"
"6647","15-44","Male",2017-12-22,188,2017,51,"England & Wales","15-44"
"6648","15-44","Female",2017-12-22,119,2017,51,"England & Wales","15-44"
"6649","45-64","Male",2017-12-22,849,2017,51,"England & Wales","45-64"
"6650","45-64","Female",2017-12-22,548,2017,51,"England & Wales","45-64"
"6651","65-74","Male",2017-12-22,1114,2017,51,"England & Wales","65-74"
"6652","65-74","Female",2017-12-22,881,2017,51,"England & Wales","65-74"
"6653","75-84","Male",2017-12-22,1796,2017,51,"England & Wales","75-84"
"6654","75-84","Female",2017-12-22,1727,2017,51,"England & Wales","75-84"
"6655","85+","Male",2017-12-22,2004,2017,51,"England & Wales","85+"
"6656","85+","Female",2017-12-22,3216,2017,51,"England & Wales","85+"
"6657","Total","Male",2017-12-29,4017,2017,52,"England & Wales","Total"
"6658","Total","Female",2017-12-29,4464,2017,52,"England & Wales","Total"
"6659","Under 1 year","Male",2017-12-29,15,2017,52,"England & Wales","Under 1 year"
"6660","Under 1 year","Female",2017-12-29,8,2017,52,"England & Wales","Under 1 year"
"6661","01-14","Male",2017-12-29,12,2017,52,"England & Wales","01-14"
"6662","01-14","Female",2017-12-29,6,2017,52,"England & Wales","01-14"
"6663","15-44","Male",2017-12-29,97,2017,52,"England & Wales","15-44"
"6664","15-44","Female",2017-12-29,75,2017,52,"England & Wales","15-44"
"6665","45-64","Male",2017-12-29,529,2017,52,"England & Wales","45-64"
"6666","45-64","Female",2017-12-29,366,2017,52,"England & Wales","45-64"
"6667","65-74","Male",2017-12-29,665,2017,52,"England & Wales","65-74"
"6668","65-74","Female",2017-12-29,610,2017,52,"England & Wales","65-74"
"6669","75-84","Male",2017-12-29,1289,2017,52,"England & Wales","75-84"
"6670","75-84","Female",2017-12-29,1155,2017,52,"England & Wales","75-84"
"6671","85+","Male",2017-12-29,1410,2017,52,"England & Wales","85+"
"6672","85+","Female",2017-12-29,2244,2017,52,"England & Wales","85+"
"6673","Total","Male",2018-01-05,5974,2018,1,"England & Wales","Total"
"6674","Total","Female",2018-01-05,6747,2018,1,"England & Wales","Total"
"6675","Under 1 year","Male",2018-01-05,32,2018,1,"England & Wales","Under 1 year"
"6676","Under 1 year","Female",2018-01-05,20,2018,1,"England & Wales","Under 1 year"
"6677","01-14","Male",2018-01-05,11,2018,1,"England & Wales","01-14"
"6678","01-14","Female",2018-01-05,7,2018,1,"England & Wales","01-14"
"6679","15-44","Male",2018-01-05,118,2018,1,"England & Wales","15-44"
"6680","15-44","Female",2018-01-05,90,2018,1,"England & Wales","15-44"
"6681","45-64","Male",2018-01-05,748,2018,1,"England & Wales","45-64"
"6682","45-64","Female",2018-01-05,542,2018,1,"England & Wales","45-64"
"6683","65-74","Male",2018-01-05,1120,2018,1,"England & Wales","65-74"
"6684","65-74","Female",2018-01-05,856,2018,1,"England & Wales","65-74"
"6685","75-84","Male",2018-01-05,1865,2018,1,"England & Wales","75-84"
"6686","75-84","Female",2018-01-05,1747,2018,1,"England & Wales","75-84"
"6687","85+","Male",2018-01-05,2080,2018,1,"England & Wales","85+"
"6688","85+","Female",2018-01-05,3485,2018,1,"England & Wales","85+"
"6689","Total","Male",2018-01-12,7117,2018,2,"England & Wales","Total"
"6690","Total","Female",2018-01-12,7933,2018,2,"England & Wales","Total"
"6691","Under 1 year","Male",2018-01-12,42,2018,2,"England & Wales","Under 1 year"
"6692","Under 1 year","Female",2018-01-12,31,2018,2,"England & Wales","Under 1 year"
"6693","01-14","Male",2018-01-12,5,2018,2,"England & Wales","01-14"
"6694","01-14","Female",2018-01-12,12,2018,2,"England & Wales","01-14"
"6695","15-44","Male",2018-01-12,186,2018,2,"England & Wales","15-44"
"6696","15-44","Female",2018-01-12,116,2018,2,"England & Wales","15-44"
"6697","45-64","Male",2018-01-12,918,2018,2,"England & Wales","45-64"
"6698","45-64","Female",2018-01-12,643,2018,2,"England & Wales","45-64"
"6699","65-74","Male",2018-01-12,1347,2018,2,"England & Wales","65-74"
"6700","65-74","Female",2018-01-12,974,2018,2,"England & Wales","65-74"
"6701","75-84","Male",2018-01-12,2120,2018,2,"England & Wales","75-84"
"6702","75-84","Female",2018-01-12,2035,2018,2,"England & Wales","75-84"
"6703","85+","Male",2018-01-12,2499,2018,2,"England & Wales","85+"
"6704","85+","Female",2018-01-12,4122,2018,2,"England & Wales","85+"
"6705","Total","Male",2018-01-19,6785,2018,3,"England & Wales","Total"
"6706","Total","Female",2018-01-19,7471,2018,3,"England & Wales","Total"
"6707","Under 1 year","Male",2018-01-19,33,2018,3,"England & Wales","Under 1 year"
"6708","Under 1 year","Female",2018-01-19,26,2018,3,"England & Wales","Under 1 year"
"6709","01-14","Male",2018-01-19,12,2018,3,"England & Wales","01-14"
"6710","01-14","Female",2018-01-19,10,2018,3,"England & Wales","01-14"
"6711","15-44","Male",2018-01-19,185,2018,3,"England & Wales","15-44"
"6712","15-44","Female",2018-01-19,101,2018,3,"England & Wales","15-44"
"6713","45-64","Male",2018-01-19,888,2018,3,"England & Wales","45-64"
"6714","45-64","Female",2018-01-19,619,2018,3,"England & Wales","45-64"
"6715","65-74","Male",2018-01-19,1268,2018,3,"England & Wales","65-74"
"6716","65-74","Female",2018-01-19,923,2018,3,"England & Wales","65-74"
"6717","75-84","Male",2018-01-19,2009,2018,3,"England & Wales","75-84"
"6718","75-84","Female",2018-01-19,1857,2018,3,"England & Wales","75-84"
"6719","85+","Male",2018-01-19,2390,2018,3,"England & Wales","85+"
"6720","85+","Female",2018-01-19,3935,2018,3,"England & Wales","85+"
"6721","Total","Male",2018-01-26,6667,2018,4,"England & Wales","Total"
"6722","Total","Female",2018-01-26,7268,2018,4,"England & Wales","Total"
"6723","Under 1 year","Male",2018-01-26,26,2018,4,"England & Wales","Under 1 year"
"6724","Under 1 year","Female",2018-01-26,24,2018,4,"England & Wales","Under 1 year"
"6725","01-14","Male",2018-01-26,18,2018,4,"England & Wales","01-14"
"6726","01-14","Female",2018-01-26,7,2018,4,"England & Wales","01-14"
"6727","15-44","Male",2018-01-26,219,2018,4,"England & Wales","15-44"
"6728","15-44","Female",2018-01-26,79,2018,4,"England & Wales","15-44"
"6729","45-64","Male",2018-01-26,889,2018,4,"England & Wales","45-64"
"6730","45-64","Female",2018-01-26,570,2018,4,"England & Wales","45-64"
"6731","65-74","Male",2018-01-26,1273,2018,4,"England & Wales","65-74"
"6732","65-74","Female",2018-01-26,884,2018,4,"England & Wales","65-74"
"6733","75-84","Male",2018-01-26,1978,2018,4,"England & Wales","75-84"
"6734","75-84","Female",2018-01-26,1846,2018,4,"England & Wales","75-84"
"6735","85+","Male",2018-01-26,2264,2018,4,"England & Wales","85+"
"6736","85+","Female",2018-01-26,3858,2018,4,"England & Wales","85+"
"6737","Total","Male",2018-02-02,6407,2018,5,"England & Wales","Total"
"6738","Total","Female",2018-02-02,6878,2018,5,"England & Wales","Total"
"6739","Under 1 year","Male",2018-02-02,24,2018,5,"England & Wales","Under 1 year"
"6740","Under 1 year","Female",2018-02-02,17,2018,5,"England & Wales","Under 1 year"
"6741","01-14","Male",2018-02-02,8,2018,5,"England & Wales","01-14"
"6742","01-14","Female",2018-02-02,6,2018,5,"England & Wales","01-14"
"6743","15-44","Male",2018-02-02,216,2018,5,"England & Wales","15-44"
"6744","15-44","Female",2018-02-02,123,2018,5,"England & Wales","15-44"
"6745","45-64","Male",2018-02-02,809,2018,5,"England & Wales","45-64"
"6746","45-64","Female",2018-02-02,595,2018,5,"England & Wales","45-64"
"6747","65-74","Male",2018-02-02,1186,2018,5,"England & Wales","65-74"
"6748","65-74","Female",2018-02-02,802,2018,5,"England & Wales","65-74"
"6749","75-84","Male",2018-02-02,1960,2018,5,"England & Wales","75-84"
"6750","75-84","Female",2018-02-02,1701,2018,5,"England & Wales","75-84"
"6751","85+","Male",2018-02-02,2204,2018,5,"England & Wales","85+"
"6752","85+","Female",2018-02-02,3634,2018,5,"England & Wales","85+"
"6753","Total","Male",2018-02-09,6057,2018,6,"England & Wales","Total"
"6754","Total","Female",2018-02-09,6433,2018,6,"England & Wales","Total"
"6755","Under 1 year","Male",2018-02-09,26,2018,6,"England & Wales","Under 1 year"
"6756","Under 1 year","Female",2018-02-09,19,2018,6,"England & Wales","Under 1 year"
"6757","01-14","Male",2018-02-09,13,2018,6,"England & Wales","01-14"
"6758","01-14","Female",2018-02-09,10,2018,6,"England & Wales","01-14"
"6759","15-44","Male",2018-02-09,190,2018,6,"England & Wales","15-44"
"6760","15-44","Female",2018-02-09,103,2018,6,"England & Wales","15-44"
"6761","45-64","Male",2018-02-09,816,2018,6,"England & Wales","45-64"
"6762","45-64","Female",2018-02-09,531,2018,6,"England & Wales","45-64"
"6763","65-74","Male",2018-02-09,1183,2018,6,"England & Wales","65-74"
"6764","65-74","Female",2018-02-09,849,2018,6,"England & Wales","65-74"
"6765","75-84","Male",2018-02-09,1786,2018,6,"England & Wales","75-84"
"6766","75-84","Female",2018-02-09,1590,2018,6,"England & Wales","75-84"
"6767","85+","Male",2018-02-09,2043,2018,6,"England & Wales","85+"
"6768","85+","Female",2018-02-09,3331,2018,6,"England & Wales","85+"
"6769","Total","Male",2018-02-16,6085,2018,7,"England & Wales","Total"
"6770","Total","Female",2018-02-16,6161,2018,7,"England & Wales","Total"
"6771","Under 1 year","Male",2018-02-16,24,2018,7,"England & Wales","Under 1 year"
"6772","Under 1 year","Female",2018-02-16,24,2018,7,"England & Wales","Under 1 year"
"6773","01-14","Male",2018-02-16,11,2018,7,"England & Wales","01-14"
"6774","01-14","Female",2018-02-16,6,2018,7,"England & Wales","01-14"
"6775","15-44","Male",2018-02-16,196,2018,7,"England & Wales","15-44"
"6776","15-44","Female",2018-02-16,122,2018,7,"England & Wales","15-44"
"6777","45-64","Male",2018-02-16,836,2018,7,"England & Wales","45-64"
"6778","45-64","Female",2018-02-16,541,2018,7,"England & Wales","45-64"
"6779","65-74","Male",2018-02-16,1168,2018,7,"England & Wales","65-74"
"6780","65-74","Female",2018-02-16,785,2018,7,"England & Wales","65-74"
"6781","75-84","Male",2018-02-16,1851,2018,7,"England & Wales","75-84"
"6782","75-84","Female",2018-02-16,1641,2018,7,"England & Wales","75-84"
"6783","85+","Male",2018-02-16,1999,2018,7,"England & Wales","85+"
"6784","85+","Female",2018-02-16,3042,2018,7,"England & Wales","85+"
"6785","Total","Male",2018-02-23,5784,2018,8,"England & Wales","Total"
"6786","Total","Female",2018-02-23,6358,2018,8,"England & Wales","Total"
"6787","Under 1 year","Male",2018-02-23,18,2018,8,"England & Wales","Under 1 year"
"6788","Under 1 year","Female",2018-02-23,8,2018,8,"England & Wales","Under 1 year"
"6789","01-14","Male",2018-02-23,7,2018,8,"England & Wales","01-14"
"6790","01-14","Female",2018-02-23,6,2018,8,"England & Wales","01-14"
"6791","15-44","Male",2018-02-23,206,2018,8,"England & Wales","15-44"
"6792","15-44","Female",2018-02-23,88,2018,8,"England & Wales","15-44"
"6793","45-64","Male",2018-02-23,840,2018,8,"England & Wales","45-64"
"6794","45-64","Female",2018-02-23,538,2018,8,"England & Wales","45-64"
"6795","65-74","Male",2018-02-23,1067,2018,8,"England & Wales","65-74"
"6796","65-74","Female",2018-02-23,829,2018,8,"England & Wales","65-74"
"6797","75-84","Male",2018-02-23,1731,2018,8,"England & Wales","75-84"
"6798","75-84","Female",2018-02-23,1667,2018,8,"England & Wales","75-84"
"6799","85+","Male",2018-02-23,1915,2018,8,"England & Wales","85+"
"6800","85+","Female",2018-02-23,3222,2018,8,"England & Wales","85+"
"6801","Total","Male",2018-03-02,5272,2018,9,"England & Wales","Total"
"6802","Total","Female",2018-03-02,5582,2018,9,"England & Wales","Total"
"6803","Under 1 year","Male",2018-03-02,25,2018,9,"England & Wales","Under 1 year"
"6804","Under 1 year","Female",2018-03-02,20,2018,9,"England & Wales","Under 1 year"
"6805","01-14","Male",2018-03-02,6,2018,9,"England & Wales","01-14"
"6806","01-14","Female",2018-03-02,5,2018,9,"England & Wales","01-14"
"6807","15-44","Male",2018-03-02,168,2018,9,"England & Wales","15-44"
"6808","15-44","Female",2018-03-02,86,2018,9,"England & Wales","15-44"
"6809","45-64","Male",2018-03-02,745,2018,9,"England & Wales","45-64"
"6810","45-64","Female",2018-03-02,484,2018,9,"England & Wales","45-64"
"6811","65-74","Male",2018-03-02,998,2018,9,"England & Wales","65-74"
"6812","65-74","Female",2018-03-02,730,2018,9,"England & Wales","65-74"
"6813","75-84","Male",2018-03-02,1579,2018,9,"England & Wales","75-84"
"6814","75-84","Female",2018-03-02,1449,2018,9,"England & Wales","75-84"
"6815","85+","Male",2018-03-02,1751,2018,9,"England & Wales","85+"
"6816","85+","Female",2018-03-02,2808,2018,9,"England & Wales","85+"
"6817","Total","Male",2018-03-09,6288,2018,10,"England & Wales","Total"
"6818","Total","Female",2018-03-09,6709,2018,10,"England & Wales","Total"
"6819","Under 1 year","Male",2018-03-09,26,2018,10,"England & Wales","Under 1 year"
"6820","Under 1 year","Female",2018-03-09,21,2018,10,"England & Wales","Under 1 year"
"6821","01-14","Male",2018-03-09,16,2018,10,"England & Wales","01-14"
"6822","01-14","Female",2018-03-09,11,2018,10,"England & Wales","01-14"
"6823","15-44","Male",2018-03-09,195,2018,10,"England & Wales","15-44"
"6824","15-44","Female",2018-03-09,92,2018,10,"England & Wales","15-44"
"6825","45-64","Male",2018-03-09,806,2018,10,"England & Wales","45-64"
"6826","45-64","Female",2018-03-09,556,2018,10,"England & Wales","45-64"
"6827","65-74","Male",2018-03-09,1158,2018,10,"England & Wales","65-74"
"6828","65-74","Female",2018-03-09,861,2018,10,"England & Wales","65-74"
"6829","75-84","Male",2018-03-09,1945,2018,10,"England & Wales","75-84"
"6830","75-84","Female",2018-03-09,1746,2018,10,"England & Wales","75-84"
"6831","85+","Male",2018-03-09,2142,2018,10,"England & Wales","85+"
"6832","85+","Female",2018-03-09,3422,2018,10,"England & Wales","85+"
"6833","Total","Male",2018-03-16,6160,2018,11,"England & Wales","Total"
"6834","Total","Female",2018-03-16,6628,2018,11,"England & Wales","Total"
"6835","Under 1 year","Male",2018-03-16,25,2018,11,"England & Wales","Under 1 year"
"6836","Under 1 year","Female",2018-03-16,22,2018,11,"England & Wales","Under 1 year"
"6837","01-14","Male",2018-03-16,7,2018,11,"England & Wales","01-14"
"6838","01-14","Female",2018-03-16,10,2018,11,"England & Wales","01-14"
"6839","15-44","Male",2018-03-16,219,2018,11,"England & Wales","15-44"
"6840","15-44","Female",2018-03-16,110,2018,11,"England & Wales","15-44"
"6841","45-64","Male",2018-03-16,798,2018,11,"England & Wales","45-64"
"6842","45-64","Female",2018-03-16,518,2018,11,"England & Wales","45-64"
"6843","65-74","Male",2018-03-16,1157,2018,11,"England & Wales","65-74"
"6844","65-74","Female",2018-03-16,832,2018,11,"England & Wales","65-74"
"6845","75-84","Male",2018-03-16,1879,2018,11,"England & Wales","75-84"
"6846","75-84","Female",2018-03-16,1715,2018,11,"England & Wales","75-84"
"6847","85+","Male",2018-03-16,2075,2018,11,"England & Wales","85+"
"6848","85+","Female",2018-03-16,3421,2018,11,"England & Wales","85+"
"6849","Total","Male",2018-03-23,5782,2018,12,"England & Wales","Total"
"6850","Total","Female",2018-03-23,6131,2018,12,"England & Wales","Total"
"6851","Under 1 year","Male",2018-03-23,35,2018,12,"England & Wales","Under 1 year"
"6852","Under 1 year","Female",2018-03-23,11,2018,12,"England & Wales","Under 1 year"
"6853","01-14","Male",2018-03-23,5,2018,12,"England & Wales","01-14"
"6854","01-14","Female",2018-03-23,10,2018,12,"England & Wales","01-14"
"6855","15-44","Male",2018-03-23,182,2018,12,"England & Wales","15-44"
"6856","15-44","Female",2018-03-23,96,2018,12,"England & Wales","15-44"
"6857","45-64","Male",2018-03-23,810,2018,12,"England & Wales","45-64"
"6858","45-64","Female",2018-03-23,539,2018,12,"England & Wales","45-64"
"6859","65-74","Male",2018-03-23,1133,2018,12,"England & Wales","65-74"
"6860","65-74","Female",2018-03-23,784,2018,12,"England & Wales","65-74"
"6861","75-84","Male",2018-03-23,1732,2018,12,"England & Wales","75-84"
"6862","75-84","Female",2018-03-23,1610,2018,12,"England & Wales","75-84"
"6863","85+","Male",2018-03-23,1885,2018,12,"England & Wales","85+"
"6864","85+","Female",2018-03-23,3081,2018,12,"England & Wales","85+"
"6865","Total","Male",2018-03-30,4887,2018,13,"England & Wales","Total"
"6866","Total","Female",2018-03-30,5054,2018,13,"England & Wales","Total"
"6867","Under 1 year","Male",2018-03-30,21,2018,13,"England & Wales","Under 1 year"
"6868","Under 1 year","Female",2018-03-30,22,2018,13,"England & Wales","Under 1 year"
"6869","01-14","Male",2018-03-30,7,2018,13,"England & Wales","01-14"
"6870","01-14","Female",2018-03-30,13,2018,13,"England & Wales","01-14"
"6871","15-44","Male",2018-03-30,179,2018,13,"England & Wales","15-44"
"6872","15-44","Female",2018-03-30,82,2018,13,"England & Wales","15-44"
"6873","45-64","Male",2018-03-30,674,2018,13,"England & Wales","45-64"
"6874","45-64","Female",2018-03-30,391,2018,13,"England & Wales","45-64"
"6875","65-74","Male",2018-03-30,921,2018,13,"England & Wales","65-74"
"6876","65-74","Female",2018-03-30,665,2018,13,"England & Wales","65-74"
"6877","75-84","Male",2018-03-30,1580,2018,13,"England & Wales","75-84"
"6878","75-84","Female",2018-03-30,1304,2018,13,"England & Wales","75-84"
"6879","85+","Male",2018-03-30,1505,2018,13,"England & Wales","85+"
"6880","85+","Female",2018-03-30,2577,2018,13,"England & Wales","85+"
"6881","Total","Male",2018-04-06,5259,2018,14,"England & Wales","Total"
"6882","Total","Female",2018-04-06,5535,2018,14,"England & Wales","Total"
"6883","Under 1 year","Male",2018-04-06,28,2018,14,"England & Wales","Under 1 year"
"6884","Under 1 year","Female",2018-04-06,18,2018,14,"England & Wales","Under 1 year"
"6885","01-14","Male",2018-04-06,13,2018,14,"England & Wales","01-14"
"6886","01-14","Female",2018-04-06,9,2018,14,"England & Wales","01-14"
"6887","15-44","Male",2018-04-06,167,2018,14,"England & Wales","15-44"
"6888","15-44","Female",2018-04-06,93,2018,14,"England & Wales","15-44"
"6889","45-64","Male",2018-04-06,718,2018,14,"England & Wales","45-64"
"6890","45-64","Female",2018-04-06,511,2018,14,"England & Wales","45-64"
"6891","65-74","Male",2018-04-06,1029,2018,14,"England & Wales","65-74"
"6892","65-74","Female",2018-04-06,735,2018,14,"England & Wales","65-74"
"6893","75-84","Male",2018-04-06,1605,2018,14,"England & Wales","75-84"
"6894","75-84","Female",2018-04-06,1408,2018,14,"England & Wales","75-84"
"6895","85+","Male",2018-04-06,1699,2018,14,"England & Wales","85+"
"6896","85+","Female",2018-04-06,2761,2018,14,"England & Wales","85+"
"6897","Total","Male",2018-04-13,6106,2018,15,"England & Wales","Total"
"6898","Total","Female",2018-04-13,6195,2018,15,"England & Wales","Total"
"6899","Under 1 year","Male",2018-04-13,19,2018,15,"England & Wales","Under 1 year"
"6900","Under 1 year","Female",2018-04-13,17,2018,15,"England & Wales","Under 1 year"
"6901","01-14","Male",2018-04-13,14,2018,15,"England & Wales","01-14"
"6902","01-14","Female",2018-04-13,11,2018,15,"England & Wales","01-14"
"6903","15-44","Male",2018-04-13,220,2018,15,"England & Wales","15-44"
"6904","15-44","Female",2018-04-13,117,2018,15,"England & Wales","15-44"
"6905","45-64","Male",2018-04-13,812,2018,15,"England & Wales","45-64"
"6906","45-64","Female",2018-04-13,570,2018,15,"England & Wales","45-64"
"6907","65-74","Male",2018-04-13,1197,2018,15,"England & Wales","65-74"
"6908","65-74","Female",2018-04-13,856,2018,15,"England & Wales","65-74"
"6909","75-84","Male",2018-04-13,1870,2018,15,"England & Wales","75-84"
"6910","75-84","Female",2018-04-13,1572,2018,15,"England & Wales","75-84"
"6911","85+","Male",2018-04-13,1974,2018,15,"England & Wales","85+"
"6912","85+","Female",2018-04-13,3052,2018,15,"England & Wales","85+"
"6913","Total","Male",2018-04-20,5566,2018,16,"England & Wales","Total"
"6914","Total","Female",2018-04-20,5657,2018,16,"England & Wales","Total"
"6915","Under 1 year","Male",2018-04-20,29,2018,16,"England & Wales","Under 1 year"
"6916","Under 1 year","Female",2018-04-20,25,2018,16,"England & Wales","Under 1 year"
"6917","01-14","Male",2018-04-20,10,2018,16,"England & Wales","01-14"
"6918","01-14","Female",2018-04-20,11,2018,16,"England & Wales","01-14"
"6919","15-44","Male",2018-04-20,191,2018,16,"England & Wales","15-44"
"6920","15-44","Female",2018-04-20,110,2018,16,"England & Wales","15-44"
"6921","45-64","Male",2018-04-20,830,2018,16,"England & Wales","45-64"
"6922","45-64","Female",2018-04-20,556,2018,16,"England & Wales","45-64"
"6923","65-74","Male",2018-04-20,1106,2018,16,"England & Wales","65-74"
"6924","65-74","Female",2018-04-20,774,2018,16,"England & Wales","65-74"
"6925","75-84","Male",2018-04-20,1678,2018,16,"England & Wales","75-84"
"6926","75-84","Female",2018-04-20,1431,2018,16,"England & Wales","75-84"
"6927","85+","Male",2018-04-20,1722,2018,16,"England & Wales","85+"
"6928","85+","Female",2018-04-20,2750,2018,16,"England & Wales","85+"
"6929","Total","Male",2018-04-27,5064,2018,17,"England & Wales","Total"
"6930","Total","Female",2018-04-27,5242,2018,17,"England & Wales","Total"
"6931","Under 1 year","Male",2018-04-27,32,2018,17,"England & Wales","Under 1 year"
"6932","Under 1 year","Female",2018-04-27,25,2018,17,"England & Wales","Under 1 year"
"6933","01-14","Male",2018-04-27,6,2018,17,"England & Wales","01-14"
"6934","01-14","Female",2018-04-27,6,2018,17,"England & Wales","01-14"
"6935","15-44","Male",2018-04-27,227,2018,17,"England & Wales","15-44"
"6936","15-44","Female",2018-04-27,113,2018,17,"England & Wales","15-44"
"6937","45-64","Male",2018-04-27,731,2018,17,"England & Wales","45-64"
"6938","45-64","Female",2018-04-27,482,2018,17,"England & Wales","45-64"
"6939","65-74","Male",2018-04-27,980,2018,17,"England & Wales","65-74"
"6940","65-74","Female",2018-04-27,727,2018,17,"England & Wales","65-74"
"6941","75-84","Male",2018-04-27,1522,2018,17,"England & Wales","75-84"
"6942","75-84","Female",2018-04-27,1384,2018,17,"England & Wales","75-84"
"6943","85+","Male",2018-04-27,1566,2018,17,"England & Wales","85+"
"6944","85+","Female",2018-04-27,2505,2018,17,"England & Wales","85+"
"6945","Total","Male",2018-05-04,5117,2018,18,"England & Wales","Total"
"6946","Total","Female",2018-05-04,5036,2018,18,"England & Wales","Total"
"6947","Under 1 year","Male",2018-05-04,29,2018,18,"England & Wales","Under 1 year"
"6948","Under 1 year","Female",2018-05-04,22,2018,18,"England & Wales","Under 1 year"
"6949","01-14","Male",2018-05-04,14,2018,18,"England & Wales","01-14"
"6950","01-14","Female",2018-05-04,7,2018,18,"England & Wales","01-14"
"6951","15-44","Male",2018-05-04,201,2018,18,"England & Wales","15-44"
"6952","15-44","Female",2018-05-04,107,2018,18,"England & Wales","15-44"
"6953","45-64","Male",2018-05-04,815,2018,18,"England & Wales","45-64"
"6954","45-64","Female",2018-05-04,548,2018,18,"England & Wales","45-64"
"6955","65-74","Male",2018-05-04,1008,2018,18,"England & Wales","65-74"
"6956","65-74","Female",2018-05-04,717,2018,18,"England & Wales","65-74"
"6957","75-84","Male",2018-05-04,1539,2018,18,"England & Wales","75-84"
"6958","75-84","Female",2018-05-04,1368,2018,18,"England & Wales","75-84"
"6959","85+","Male",2018-05-04,1511,2018,18,"England & Wales","85+"
"6960","85+","Female",2018-05-04,2267,2018,18,"England & Wales","85+"
"6961","Total","Male",2018-05-11,4313,2018,19,"England & Wales","Total"
"6962","Total","Female",2018-05-11,4311,2018,19,"England & Wales","Total"
"6963","Under 1 year","Male",2018-05-11,26,2018,19,"England & Wales","Under 1 year"
"6964","Under 1 year","Female",2018-05-11,22,2018,19,"England & Wales","Under 1 year"
"6965","01-14","Male",2018-05-11,12,2018,19,"England & Wales","01-14"
"6966","01-14","Female",2018-05-11,9,2018,19,"England & Wales","01-14"
"6967","15-44","Male",2018-05-11,163,2018,19,"England & Wales","15-44"
"6968","15-44","Female",2018-05-11,84,2018,19,"England & Wales","15-44"
"6969","45-64","Male",2018-05-11,648,2018,19,"England & Wales","45-64"
"6970","45-64","Female",2018-05-11,467,2018,19,"England & Wales","45-64"
"6971","65-74","Male",2018-05-11,841,2018,19,"England & Wales","65-74"
"6972","65-74","Female",2018-05-11,596,2018,19,"England & Wales","65-74"
"6973","75-84","Male",2018-05-11,1280,2018,19,"England & Wales","75-84"
"6974","75-84","Female",2018-05-11,1104,2018,19,"England & Wales","75-84"
"6975","85+","Male",2018-05-11,1343,2018,19,"England & Wales","85+"
"6976","85+","Female",2018-05-11,2029,2018,19,"England & Wales","85+"
"6977","Total","Male",2018-05-18,5110,2018,20,"England & Wales","Total"
"6978","Total","Female",2018-05-18,5031,2018,20,"England & Wales","Total"
"6979","Under 1 year","Male",2018-05-18,29,2018,20,"England & Wales","Under 1 year"
"6980","Under 1 year","Female",2018-05-18,23,2018,20,"England & Wales","Under 1 year"
"6981","01-14","Male",2018-05-18,16,2018,20,"England & Wales","01-14"
"6982","01-14","Female",2018-05-18,8,2018,20,"England & Wales","01-14"
"6983","15-44","Male",2018-05-18,205,2018,20,"England & Wales","15-44"
"6984","15-44","Female",2018-05-18,95,2018,20,"England & Wales","15-44"
"6985","45-64","Male",2018-05-18,791,2018,20,"England & Wales","45-64"
"6986","45-64","Female",2018-05-18,539,2018,20,"England & Wales","45-64"
"6987","65-74","Male",2018-05-18,1017,2018,20,"England & Wales","65-74"
"6988","65-74","Female",2018-05-18,743,2018,20,"England & Wales","65-74"
"6989","75-84","Male",2018-05-18,1509,2018,20,"England & Wales","75-84"
"6990","75-84","Female",2018-05-18,1282,2018,20,"England & Wales","75-84"
"6991","85+","Male",2018-05-18,1543,2018,20,"England & Wales","85+"
"6992","85+","Female",2018-05-18,2341,2018,20,"England & Wales","85+"
"6993","Total","Male",2018-05-25,4876,2018,21,"England & Wales","Total"
"6994","Total","Female",2018-05-25,4760,2018,21,"England & Wales","Total"
"6995","Under 1 year","Male",2018-05-25,33,2018,21,"England & Wales","Under 1 year"
"6996","Under 1 year","Female",2018-05-25,27,2018,21,"England & Wales","Under 1 year"
"6997","01-14","Male",2018-05-25,8,2018,21,"England & Wales","01-14"
"6998","01-14","Female",2018-05-25,5,2018,21,"England & Wales","01-14"
"6999","15-44","Male",2018-05-25,170,2018,21,"England & Wales","15-44"
"7000","15-44","Female",2018-05-25,124,2018,21,"England & Wales","15-44"
"7001","45-64","Male",2018-05-25,731,2018,21,"England & Wales","45-64"
"7002","45-64","Female",2018-05-25,527,2018,21,"England & Wales","45-64"
"7003","65-74","Male",2018-05-25,994,2018,21,"England & Wales","65-74"
